车站ID,名称,路线,序号,经度,纬度
BV10403826,泗阳道公交站,903路,1,"117.218294,39.17566",
BV10042135,艳益家园,903路,2,"117.21745,39.173933",
BV10040688,建昌道,903路,3,"117.222639,39.169305",
BV11424935,中山北路育红路,903路,4,"117.226376,39.166554",
BV11430082,北宁公园地铁站,903路,5,"117.221495,39.166066",
BV10702460,北宁公园,903路,6,"117.215339,39.165994",
BV10040683,北站,903路,7,"117.206157,39.163988",
BV09138392,中山路地铁站,903路,8,"117.20365,39.161409",
BV10702450,宙纬路,903路,9,"117.20047,39.158203",
BV10885859,金纬路,903路,10,"117.198898,39.154171",
BV10885858,狮子林大街,903路,11,"117.201761,39.149525",
BV10885857,新都市百货,903路,12,"117.199466,39.147422",
BV10040521,望海楼,903路,13,"117.196093,39.147566",
BV10040305,东马路,903路,14,"117.188815,39.145946",
BV09271087,北门,903路,15,"117.182816,39.14613",
BV10040303,中研院附属医院,903路,16,"117.173851,39.146446",
BV11040905,西北角地铁站,903路,17,"117.171671,39.145634",
BV10040300,南马路,903路,18,"117.171875,39.13987",
BV10041375,黄河道西南角,903路,19,"117.170145,39.13752",
BV09011927,广开四马路地铁站,903路,20,"117.162003,39.137688",
BV10041380,黄河道桥,903路,21,"117.156685,39.137745",
BV11427478,长虹公园地铁站,903路,22,"117.152237,39.137779",
BV10040945,长虹公园,903路,23,"117.149406,39.135159",
BV11038082,宜宾道地铁站,903路,24,"117.149414,39.124542",
BV10041043,西湖道,903路,25,"117.149412,39.120201",
BV11042553,鞍山西道地铁站,903路,26,"117.149384,39.114258",
BV11042131,天拖地铁站,903路,27,"117.149375,39.109952",
BV10895723,天拖大楼,903路,28,"117.149384,39.107483",
BV09196111,王顶堤立交桥南,903路,29,"117.149382,39.094557",
BV09060536,红旗南路园荫道,903路,30,"117.149393,39.090622",
BV11046281,迎风道地铁站,903路,31,"117.149388,39.086415",
BV10041286,观园公寓,903路,32,"117.1493,39.082027",
BV11506804,小龙扒村,42路,1,"117.38651,40.066845",
BV11506813,庆丰小区,42路,2,"117.386549,40.058125",
BV11506782,渔山路,42路,3,"117.387235,40.055065",
BV11506769,庆丰街,42路,4,"117.386003,40.054592",
BV11430408,周庄,42路,5,"117.383524,40.049766",
BV11430412,东路庄,42路,6,"117.390234,40.049184",
BV10927178,长城大道,42路,7,"117.399362,40.052587",
BV10979283,白马泉,42路,8,"117.401155,40.052357",
BV10790621,迎宾大街,42路,9,"117.400916,40.051076",
BV11506778,蓟州一中,42路,10,"117.404727,40.049106",
BV10430529,渔阳宾馆,42路,11,"117.410221,40.049288",
BV10935273,蓟州规划局,42路,12,"117.414987,40.049696",
BV10430637,建设大厦,42路,13,"117.417669,40.050143",
BV11057995,蓟州房管局,42路,14,"117.419323,40.046302",
BV10427358,兴华市场,42路,15,"117.419236,40.042778",
BV10428983,中昌北大道,42路,16,"117.416641,40.040846",
BV11006704,蓟州交通局,42路,17,"117.411502,40.040681",
BV10429064,渔阳南路,42路,18,"117.408893,40.040595",
BV09268219,南关,42路,19,"117.405877,40.04049",
BV10864980,西南隅,42路,20,"117.398854,40.040347",
BV10487912,鸿雁里南口,42路,21,"117.392309,40.040247",
BV11017482,蓟州信息工程学校,42路,22,"117.384093,40.039631",
BV11184826,蓟州锦江之星大酒店,42路,23,"117.380369,40.038659",
BV11553286,蓟州二中,42路,24,"117.374579,40.037144",
BV10429026,蓟州客运站,42路,25,"117.370122,40.038429",
BV10400712,渌水道公交站,954路,1,"117.254803,39.045495",
BV10603133,梅林路浯水道,954路,2,"117.253941,39.04918",
BV10041461,怡林园,954路,3,"117.257751,39.050373",
BV10041486,榆林路桂江里,954路,4,"117.262179,39.05191",
BV10041691,榆林路,954路,5,"117.261515,39.054169",
BV10041693,三水南里,954路,6,"117.260856,39.056589",
BV10041477,九江里,954路,7,"117.25811,39.058632",
BV10403370,龙江里,954路,8,"117.251007,39.058224",
BV10041492,珠江里,954路,9,"117.249226,39.060492",
BV10041537,珠江桥,954路,10,"117.246658,39.062645",
BV09053290,春海路地铁站,954路,11,"117.24099,39.063591",
BV10041539,名都新园,954路,12,"117.233329,39.063672",
BV11296196,珠江装饰城,954路,13,"117.232352,39.065143",
BV10041067,郁江南里,954路,14,"117.232452,39.073186",
BV10041068,文才公寓,954路,15,"117.232487,39.07755",
BV10041488,黑牛城道,954路,16,"117.232481,39.081695",
BV11590955,大沽南路,954路,17,"117.232396,39.086632",
BV11430048,土城地铁站,954路,18,"117.229549,39.090655",
BV10537863,大沽南路日报大厦,954路,19,"117.226298,39.092257",
BV09233672,围堤道隆昌路,954路,20,"117.21866,39.094103",
BV10041074,西楼,954路,21,"117.216232,39.097221",
BV10041075,泰达园,954路,22,"117.215177,39.104164",
BV10041143,鸿华里,954路,23,"117.212715,39.10787",
BV11468509,重庆道,954路,24,"117.205395,39.114795",
BV10040805,长沙路,954路,25,"117.201306,39.117956",
BV10040806,滨江道,954路,26,"117.194239,39.119657",
BV11038528,鞍山道地铁站,954路,27,"117.188772,39.120305",
BV11296200,海光寺,954路,28,"117.18003,39.122886",
BV11245257,陞安大街,954路,29,"117.180446,39.12658",
BV10041076,南门外大街,954路,30,"117.182169,39.130134",
BV10041077,南市食品街,954路,31,"117.185646,39.134768",
BV10702448,时代广场站,954路,32,"117.187485,39.136868",
BV09189350,东南角,954路,33,"117.190476,39.139448",
BV10040682,东北角,954路,34,"117.190397,39.14335",
BV10040521,望海楼,954路,35,"117.196511,39.147471",
BV10885858,狮子林大街,954路,36,"117.201949,39.149154",
BV10885859,金纬路,954路,37,"117.199175,39.154184",
BV10702445,金钢桥,954路,38,"117.195575,39.15311",
BV10042006,世纪天乐,954路,39,"117.190178,39.151917",
BV10041915,公安街,103路,1,"117.680153,39.009106",
BV10040115,东大街,103路,2,"117.669375,39.014336",
BV10867634,塘沽外滩公园(乐购门口),103路,3,"117.666397,39.015465",
BV10040152,和平路,103路,4,"117.662285,39.01685",
BV11432630,烟台道,103路,5,"117.659556,39.019863",
BV10040608,地道口,103路,6,"117.662584,39.027639",
BV10040183,宏达公寓,103路,7,"117.66365,39.030951",
BV10040178,康乐园,103路,8,"117.665773,39.040942",
BV10040177,宝山道,103路,9,"117.660687,39.053234",
BV10040176,贻正嘉合,103路,10,"117.660316,39.058517",
BV10040175,勤美达公司,103路,11,"117.661049,39.062748",
BV10040174,滨海创业园,103路,12,"117.670076,39.06782",
BV10040180,东江路,103路,13,"117.676697,39.07201",
BV10040181,裕川建材,103路,14,"117.681152,39.076566",
BV10040173,公安缉毒大队,103路,15,"117.683774,39.080575",
BV10444756,开发区洞庭路,103路,16,"117.707517,39.091311",
BV11630419,滨海新区中医院,103路,17,"117.726786,39.093063",
BV10963406,北塘文体中心,103路,18,"117.723735,39.096032",
BV10337833,黄海北路,103路,19,"117.719445,39.100896",
BV10040188,北塘大街,103路,20,"117.721511,39.103763",
BV10040179,北塘古镇,103路,21,"117.717598,39.106693",
BV10403483,新区公交调度中心,103路,22,"117.713074,39.109116",
BV10040170,北塘企业总部,103路,23,"117.708785,39.109983",
BV10337835,天池路馨宇家园,103路,24,"117.706428,39.10622",
BV11200542,海泽苑,103路,25,"117.699135,39.106453",
BV10995450,天津西站公交站,829路,1,"117.165972,39.156372",
BV10040242,小伙巷,829路,2,"117.171727,39.150681",
BV10040258,新三条石大街,829路,3,"117.177536,39.151573",
BV09271087,北门站,829路,4,"117.183338,39.14599",
BV10040562,城厢东路,829路,5,"117.185781,39.143242",
BV10702453,鼓楼东,829路,6,"117.186096,39.140316",
BV10041077,南市食品街,829路,7,"117.185373,39.13418",
BV10041076,南门外大街,829路,8,"117.183416,39.130148",
BV11245257,陞安大街,829路,9,"117.180269,39.12658",
BV11296200,海光寺,829路,10,"117.180122,39.125087",
BV11430231,海光寺地铁站,829路,11,"117.177795,39.122265",
BV10040809,南开三马路,829路,12,"117.171377,39.124596",
BV09136979,清新园,829路,13,"117.165982,39.123022",
BV10041658,义兴南里,829路,14,"117.16497,39.120865",
BV10041237,南丰里,829路,15,"117.161247,39.119026",
BV10041236,世通大厦,829路,16,"117.158928,39.116845",
BV10041235,卧龙里,829路,17,"117.155794,39.115877",
BV11042553,鞍山西道地铁站,829路,18,"117.149385,39.114386",
BV11042131,天拖地铁站,829路,19,"117.149375,39.109952",
BV10895723,天拖大楼,829路,20,"117.149384,39.107483",
BV09053275,一中心医院地铁站,829路,21,"117.149407,39.104621",
BV09196111,王顶堤立交桥南,829路,22,"117.149382,39.094557",
BV09060536,红旗南路园荫道,829路,23,"117.149393,39.090622",
BV11046281,迎风道地铁站,829路,24,"117.149388,39.086415",
BV10041286,观园公寓,829路,25,"117.1493,39.082027",
BV11580048,阳光100,829路,26,"117.14895,39.07291",
BV10826977,秀川路,829路,27,"117.14624,39.066551",
BV10826974,理工大学主校区东门,829路,28,"117.14625,39.063105",
BV09219097,理工大学主校区站,829路,29,"117.146252,39.056439",
BV10968303,理工大学主校区公交站,829路,30,"117.145897,39.054358",
BV10428869,富力津门湖公交站,952路,1,"117.210217,39.062539",
BV10042201,增江道,952路,2,"117.214805,39.065984",
BV10042200,芳水园,952路,3,"117.211395,39.069996",
BV10041719,梅江中学,952路,4,"117.206123,39.069729",
BV10041706,新世纪城,952路,5,"117.203011,39.073208",
BV10041821,西园道,952路,6,"117.199295,39.077652",
BV10042199,宾水南里,952路,7,"117.195816,39.078938",
BV10042198,环湖东路,952路,8,"117.191341,39.078206",
BV10041164,体院北,952路,9,"117.188399,39.080837",
BV10041165,华夏未来,952路,10,"117.18603,39.084494",
BV10041174,气象南里,952路,11,"117.185057,39.0892",
BV10040530,东风里,952路,12,"117.186104,39.094387",
BV10040780,气象台路德才里,952路,13,"117.186215,39.098885",
BV10664927,八里台,952路,14,"117.179531,39.105469",
BV10664928,七里台,952路,15,"117.179794,39.110481",
BV11296187,六里台,952路,16,"117.179802,39.11645",
BV11430231,海光寺地铁站,952路,17,"117.177795,39.122265",
BV10040297,长江道,952路,18,"117.174525,39.125834",
BV09130088,二纬路地铁站,952路,19,"117.174769,39.129645",
BV11427260,翔宇公园,952路,20,"117.174184,39.132743",
BV10040300,南马路,952路,21,"117.17203,39.14037",
BV11040905,西北角地铁站,952路,22,"117.171883,39.145382",
BV10041042,大丰桥,952路,23,"117.169121,39.151375",
BV11268625,西站南广场东,952路,24,"117.166229,39.15416",
BV11268626,西站南广场西,952路,25,"117.161255,39.152916",
BV11308198,邵公庄大街,952路,26,"117.154083,39.15197",
BV10040788,红旗地道,952路,27,"117.150977,39.161068",
BV10040792,洪湖里,952路,28,"117.153289,39.168644",
BV11430093,勤俭道光荣道站,952路,29,"117.157516,39.174343",
BV09251724,勤俭道地铁站,952路,30,"117.156509,39.176929",
BV10983071,七零七所大楼,952路,31,"117.15007,39.18034",
BV11151858,凤城楼站,952路,32,"117.149132,39.183064",
BV09143181,咸阳北路永明大道,952路,33,"117.15163,39.186174",
BV10040249,天穆村,952路,34,"117.15589,39.195269",
BV10040250,华润万家北辰店,952路,35,"117.150216,39.200533",
BV11042308,金门里,952路,36,"117.144035,39.209351",
BV11042309,绿岛家园,952路,37,"117.148967,39.211541",
BV11049926,龙门东道,952路,38,"117.149983,39.213203",
BV11049926,龙门东道,906路,1,"117.14952,39.213543",
BV11042309,绿岛家园,906路,2,"117.148766,39.211525",
BV11042308,金门里,906路,3,"117.144073,39.209423",
BV10040250,华润万家北辰店,906路,4,"117.150063,39.200409",
BV10040249,天穆村,906路,5,"117.155475,39.195091",
BV10041109,柳滩,906路,6,"117.162146,39.189841",
BV10884765,邯郸道,906路,7,"117.166662,39.186649",
BV10041131,白庙客运,906路,8,"117.17536,39.182856",
BV10042121,天昊公寓,906路,9,"117.178032,39.182339",
BV10042024,北洋桥,906路,10,"117.179413,39.179432",
BV09105994,西沽公园,906路,11,"117.172369,39.176396",
BV10040257,西沽,906路,12,"117.172536,39.171902",
BV10040243,西于庄,906路,13,"117.173492,39.167244",
BV10040259,三条石,906路,14,"117.179652,39.151254",
BV11181469,估衣街,906路,15,"117.180838,39.147734",
BV10040303,中研院附属医院,906路,16,"117.173851,39.146446",
BV11040905,西北角地铁站,906路,17,"117.171671,39.145634",
BV10040300,南马路,906路,18,"117.171875,39.13987",
BV11427260,翔宇公园,906路,19,"117.173726,39.133356",
BV09130088,二纬路地铁站,906路,20,"117.174621,39.129743",
BV10040297,长江道,906路,21,"117.174385,39.12624",
BV11430231,海光寺地铁站,906路,22,"117.176573,39.122739",
BV10844549,南京路海光寺,906路,23,"117.182331,39.120981",
BV11038528,鞍山道地铁站,906路,24,"117.188456,39.120183",
BV10040806,滨江道,906路,25,"117.194103,39.119572",
BV10040805,长沙路,906路,26,"117.202179,39.117708",
BV11468509,重庆道,906路,27,"117.205556,39.114388",
BV10040393,外国语大学,906路,28,"117.206331,39.109089",
BV10042140,桃园村大街,906路,29,"117.204389,39.106036",
BV10041822,绍兴道,906路,30,"117.203822,39.103227",
BV10885061,鑫银大厦,906路,31,"117.203191,39.096744",
BV10041749,宾馆南道,906路,32,"117.207668,39.08438",
BV11219867,平江南道,906路,33,"117.210408,39.08082",
BV10041220,红磡玉水园,906路,34,"117.215759,39.070256",
BV09069516,珠江道九连山路,906路,35,"117.222304,39.063703",
BV10327100,绥江道,906路,36,"117.225103,39.059644",
BV10403893,梅江南公交站,906路,37,"117.225288,39.054821",
BV10040665,中心公园,838路,1,"117.203576,39.124714",
BV11430222,赤峰道山东路,838路,2,"117.201419,39.12322",
BV10041741,市一中,838路,3,"117.19393,39.114536",
BV10041742,云南路,838路,4,"117.193941,39.111316",
BV10041743,贵州路体育馆,838路,5,"117.193899,39.107708",
BV10041879,贵州路天和医院,838路,6,"117.194204,39.102205",
BV10040388,儿童医院,838路,7,"117.200634,39.099193",
BV10885061,鑫银大厦,838路,8,"117.203191,39.096744",
BV11027443,银河广场北,838路,9,"117.203124,39.092104",
BV10041749,宾馆南道,838路,10,"117.20774,39.084289",
BV11219867,平江南道,838路,11,"117.210335,39.080916",
BV10041220,红磡玉水园,838路,12,"117.215759,39.070256",
BV09067432,友谊南路地铁站,838路,13,"117.217614,39.062558",
BV10041735,友谊南路桥,838路,14,"117.217575,39.057831",
BV09053293,梅江公园地铁站,838路,15,"117.217743,39.051758",
BV11057012,梅江会展中心地铁站,838路,16,"117.217652,39.044544",
BV10041732,汐岸国际,838路,17,"117.217627,39.038489",
BV10041951,洛卡小镇,838路,18,"117.217734,39.031272",
BV09070904,友谊南路民和道,838路,19,"117.215977,39.023251",
BV11412788,西青开发区管委会,838路,20,"117.216117,39.019744",
BV10042848,兴华道,838路,21,"117.216227,39.01713",
BV11632131,龙泉道,838路,22,"117.215295,39.010994",
BV10403897,泉集北里,838路,23,"117.212904,39.010681",
BV10041884,泉集里,838路,24,"117.21056,39.010286",
BV11382423,泉集南里,838路,25,"117.210165,39.006953",
BV11382426,金龙花园,838路,26,"117.213264,39.004392",
BV11382425,鑫苑花园,838路,27,"117.216246,39.004128",
BV11382424,峰山药王庙公园,838路,28,"117.216706,39.002001",
BV10042333,峰山药王庙,838路,29,"117.218539,38.99551",
BV10041933,渤海天易园,838路,30,"117.225109,38.995534",
BV10041932,芦北路,838路,31,"117.22937,38.991149",
BV10403665,双港新家园公交站,682路,1,"117.289998,39.00672",
BV10340173,华润中央公园,682路,2,"117.294109,39.00858",
BV10041726,新尚园,682路,3,"117.294615,39.011457",
BV10041727,恒生科技园,682路,4,"117.296432,39.01553",
BV09124113,新景园,682路,5,"117.29274,39.022315",
BV10041728,仁和园,682路,6,"117.290671,39.026068",
BV10041729,微山南路,682路,7,"117.286276,39.026949",
BV10414166,双港新家园北,682路,8,"117.2798,39.022986",
BV10042613,领世深白,682路,9,"117.27593,39.023311",
BV09182586,领世二大道,682路,10,"117.272563,39.0272",
BV10042615,红磡钟楼,682路,11,"117.271143,39.029939",
BV11638967,红磡会馆,682路,12,"117.268134,39.031759",
BV11638969,红磡领世郡北门,682路,13,"117.265119,39.03423",
BV10403757,大任庄北,682路,14,"117.240704,39.03423",
BV11031764,解放南路地铁站,682路,15,"117.234224,39.039766",
BV09144286,解放南路浯水道,682路,16,"117.233293,39.046814",
BV10041159,江水道,682路,17,"117.232726,39.051095",
BV10041160,汽配城,682路,18,"117.23217,39.056606",
BV10041170,珠江道,682路,19,"117.232301,39.062436",
BV11296196,珠江装饰城,682路,20,"117.232352,39.065143",
BV10041067,郁江南里,682路,21,"117.232448,39.073034",
BV10041068,文才公寓,682路,22,"117.232487,39.07755",
BV10041488,黑牛城道,682路,23,"117.232446,39.081675",
BV11590955,大沽南路,682路,24,"117.232396,39.086632",
BV11430048,土城地铁站,682路,25,"117.229549,39.090655",
BV10537863,大沽南路日报大厦,682路,26,"117.226383,39.092224",
BV10782605,广东路西南楼,682路,27,"117.216051,39.093331",
BV10780324,越秀路,682路,28,"117.213103,39.091402",
BV11269395,天津文化中心公交站,682路,29,"117.208913,39.090044",
BV10041230,喜峰道,916路,1,"117.190453,39.184943",
BV10041231,格调艺术领地,916路,2,"117.188111,39.183742",
BV10426051,南口路,916路,3,"117.189074,39.179257",
BV10041102,新开桥,916路,4,"117.194973,39.172751",
BV10041104,河北四马路,916路,5,"117.202366,39.165644",
BV10040726,昆纬路,916路,6,"117.206177,39.160098",
BV10040727,东六经路,916路,7,"117.20822,39.155174",
BV09053287,金狮桥地铁站,916路,8,"117.20932,39.152153",
BV11430221,新开路地道,916路,9,"117.213913,39.145027",
BV10041055,李地大街,916路,10,"117.215927,39.142773",
BV10041059,李公楼,916路,11,"117.220208,39.137826",
BV10762490,南横街,916路,12,"117.223138,39.134122",
BV11430219,唐口地道,916路,13,"117.227479,39.130418",
BV10522097,天津七中,916路,14,"117.239983,39.129978",
BV11430086,成林道地铁站,916路,15,"117.248893,39.129755",
BV10041320,儿童村,916路,16,"117.255539,39.129501",
BV10041319,军事交通学院,916路,17,"117.262088,39.128668",
BV10040750,东局子,916路,18,"117.270126,39.129135",
BV10042256,昆仑小区,916路,19,"117.272464,39.127961",
BV10042257,昆仑北里,916路,20,"117.273935,39.123047",
BV11646077,沙柳南路地铁站,916路,21,"117.286984,39.117721",
BV10040835,东城家园,916路,22,"117.292417,39.117213",
BV10043937,舒畅园,916路,23,"117.294436,39.114718",
BV10043938,好美嘉园,916路,24,"117.294891,39.111408",
BV10892946,方山道公交站,916路,25,"117.297448,39.110135",
BV10403492,体院北公交站,951路,1,"117.187378,39.080239",
BV11427688,环湖中路体北道,951路,2,"117.190598,39.076641",
BV10041715,环湖中路,951路,3,"117.192228,39.072189",
BV10041716,纪庄子前街,951路,4,"117.189178,39.071262",
BV11427252,中石油桥西,951路,5,"117.183993,39.069144",
BV10042197,凌庄子道,951路,6,"117.180112,39.068814",
BV10040282,凌庄子,951路,7,"117.174759,39.071309",
BV10040311,彩虹花园,951路,8,"117.164184,39.073294",
BV10040312,金谷园,951路,9,"117.157238,39.073567",
BV09053281,南翠屏公园,951路,10,"117.151909,39.075844",
BV11580048,阳光100,951路,11,"117.148971,39.072726",
BV10041662,理工大学北门,951路,12,"117.134247,39.072212",
BV10041661,师范大学北门,951路,13,"117.129494,39.072174",
BV10401830,天津教育招生考试院,951路,14,"117.122551,39.072182",
BV11430874,工一号路宾水西道,951路,15,"117.118398,39.069909",
BV10768702,工业大学新校区东门,951路,16,"117.118407,39.06556",
BV10768701,师范大学西门,951路,17,"117.118523,39.060413",
BV10042001,师范大学公交站,951路,18,"117.119222,39.055418",
BV10040665,中心公园,93路(临时),1,"117.204651,39.12527",
BV10040406,大连道,93路(临时),2,"117.213448,39.125783",
BV10042194,开封道,93路(临时),3,"117.221321,39.117386",
BV11619910,台儿庄路海河中学,93路(临时),4,"117.225899,39.112255",
BV10042192,奉化道,93路(临时),5,"117.230324,39.107113",
BV11574131,台儿庄路琼州道,93路(临时),6,"117.233902,39.104058",
BV11574432,台儿庄支路,93路(临时),7,"117.238095,39.100551",
BV11574434,寺东路,93路(临时),8,"117.241788,39.094618",
BV11574433,台儿庄路古海道,93路(临时),9,"117.242309,39.089753",
BV09070941,棉四宿舍,93路(临时),10,"117.244773,39.084861",
BV11255103,洞庭一号桥,93路(临时),11,"117.25145,39.077969",
BV10041206,小海地大队,93路(临时),12,"117.262283,39.072872",
BV09247250,东江道地铁站,93路(临时),13,"117.261589,39.069504",
BV11609606,珠峰商场,93路(临时),14,"117.264004,39.067452",
BV09019177,学苑路珠江道,93路(临时),15,"117.269758,39.065044",
BV11035200,财经大学地铁站,93路(临时),16,"117.274544,39.063671",
BV10041603,长湖路,93路(临时),17,"117.280829,39.064056",
BV10042191,谦福道,93路(临时),18,"117.283121,39.06306",
BV10042190,贺福里,93路(临时),19,"117.282947,39.059513",
BV11108632,艺林路,93路(临时),20,"117.285545,39.05592",
BV11106926,双林地铁站,93路(临时),21,"117.291794,39.056988",
BV11107028,家福园,93路(临时),22,"117.294884,39.054543",
BV10045002,双马公交站,93路(临时),23,"117.294418,39.050603",
BV11374461,李明庄公交站,623路(临时),1,"117.30388,39.162344",
BV10042913,明盛园,623路(临时),2,"117.301159,39.162066",
BV10042912,昆俞北路,623路(临时),3,"117.293507,39.163051",
BV10042911,昆俞家园南门,623路(临时),4,"117.287102,39.163872",
BV11087806,满江东道,623路(临时),5,"117.282747,39.163021",
BV10040778,丽苑小区,623路(临时),6,"117.285286,39.15583",
BV10532141,丹荔园,623路(临时),7,"117.282056,39.154344",
BV10042000,橙翠园,623路(临时),8,"117.280191,39.156046",
BV11203554,皓林园,623路(临时),9,"117.275067,39.154395",
BV10042661,凤山道,623路(临时),10,"117.272669,39.153225",
BV10702452,龙山道昆仑路口,623路(临时),11,"117.270256,39.150855",
BV10700948,万兴花园,623路(临时),12,"117.267563,39.146244",
BV10041445,松风西里,623路(临时),13,"117.275152,39.144692",
BV10041272,盘山道,623路(临时),14,"117.276139,39.141182",
BV10041270,崂山道,623路(临时),15,"117.277524,39.136307",
BV10041269,香山道,623路(临时),16,"117.278659,39.132258",
BV10041325,万新公寓,623路(临时),17,"117.280174,39.12558",
BV10041326,天山南路,623路(临时),18,"117.280854,39.122093",
BV11150272,万东路地铁站,623路(临时),19,"117.269587,39.118524",
BV10040929,中山门二号路,623路(临时),20,"117.254996,39.110278",
BV10040953,蝶桥公寓,623路(临时),21,"117.247314,39.10363",
BV10042079,二宫南门,623路(临时),22,"117.251076,39.101173",
BV10042078,富华小区,623路(临时),23,"117.251617,39.097454",
BV10449406,富民商业街站,623路(临时),24,"117.25209,39.094578",
BV10042076,郑庄子,623路(临时),25,"117.252464,39.091228",
BV11430092,大沽南路洞庭路站,623路(临时),26,"117.253433,39.080872",
BV11029362,复兴门地铁站,623路(临时),27,"117.258016,39.078064",
BV10041206,小海地大队站,623路(临时),28,"117.262283,39.072872",
BV09247250,东江道地铁站,623路(临时),29,"117.261589,39.069504",
BV10555886,华山里地铁站,623路(临时),30,"117.261585,39.066772",
BV10041696,陵水道站,623路(临时),31,"117.263452,39.061503",
BV10044996,双水道公交站,623路(临时),32,"117.263893,39.058334",
BV10403546,王顶堤北公交站,95路(临时),1,"117.140818,39.092502",
BV09247247,王顶堤地铁站,95路(临时),2,"117.142405,39.092695",
BV09053274,红旗南路地铁站,95路(临时),3,"117.146004,39.092628",
BV09196111,王顶堤立交桥南,95路(临时),4,"117.149597,39.094311",
BV10983829,天津图书馆,95路(临时),5,"117.157829,39.099529",
BV10041354,周邓纪念馆,95路(临时),6,"117.164282,39.09558",
BV11266052,复康路八里台,95路(临时),7,"117.173639,39.100456",
BV11426776,吴家窑地铁站,95路(临时),8,"117.190253,39.10049",
BV10040937,佟楼,95路(临时),9,"117.191292,39.100483",
BV10040388,儿童医院,95路(临时),10,"117.200781,39.099166",
BV10040936,友谊路,95路(临时),11,"117.206467,39.09799",
BV10040935,四新宿舍,95路(临时),12,"117.211838,39.096653",
BV11430044,西南楼地铁站,95路(临时),13,"117.214957,39.095764",
BV09233672,围堤道隆昌路,95路(临时),14,"117.218984,39.093795",
BV10537863,大沽南路日报大厦,95路(临时),15,"117.225477,39.09239",
BV11430048,土城地铁站,95路(临时),16,"117.229553,39.090473",
BV11219866,土城,95路(临时),17,"117.236786,39.08704",
BV09070941,棉四宿舍,95路(临时),18,"117.244773,39.084861",
BV11430092,大沽南路洞庭路,95路(临时),19,"117.253433,39.080872",
BV11029362,复兴门地铁站,95路(临时),20,"117.258016,39.078064",
BV10040438,柳苑公寓,95路(临时),21,"117.264862,39.074497",
BV09196626,学苑北路地铁站,95路(临时),22,"117.270759,39.073049",
BV10040440,灰堆,95路(临时),23,"117.277109,39.071029",
BV10040441,灰堆南,95路(临时),24,"117.282738,39.068836",
BV09251919,柳林路地铁站,95路(临时),25,"117.284797,39.073981",
BV10622921,雲锦世家公交站,858路,1,"117.073811,39.115951",
BV11175771,卉康道,858路,2,"117.076929,39.117248",
BV10044009,华亭国际东门,858路,3,"117.076482,39.12025",
BV10041376,假日风景,858路,4,"117.079497,39.125266",
BV10041377,大地十二城,858路,5,"117.083241,39.125457",
BV10041974,金厦水语,858路,6,"117.086541,39.125472",
BV10041364,溪秀苑站,858路,7,"117.096035,39.125518",
BV09296447,外环辅路芥园西道,858路,8,"117.101414,39.123675",
BV09062540,福姜路闵行路,858路,9,"117.104788,39.12302",
BV09025942,福姜路芥园西道,858路,10,"117.104776,39.126616",
BV10041593,东姜井,858路,11,"117.107407,39.130714",
BV10041366,李家园,858路,12,"117.114939,39.136944",
BV11027444,津华西大街,858路,13,"117.119431,39.140636",
BV10042081,华智里,858路,14,"117.122086,39.140892",
BV10040830,雅润嘉园,858路,15,"117.128143,39.137726",
BV11050639,咸阳路地铁站,858路,16,"117.134499,39.137726",
BV10042011,渭水道,858路,17,"117.138602,39.132895",
BV10040813,长江公寓,858路,18,"117.142752,39.130521",
BV10040812,公交三公司,858路,19,"117.147687,39.130512",
BV11038082,宜宾道地铁站,858路,20,"117.14941,39.124653",
BV10041043,西湖道,858路,21,"117.149412,39.120201",
BV10041235,卧龙里,858路,22,"117.154358,39.116188",
BV10041249,龙井里,858路,23,"117.16709,39.114385",
BV10041241,西湖村,858路,24,"117.170338,39.114404",
BV10041242,天大宿舍,858路,25,"117.17422,39.114335",
BV10041357,六里台桥,858路,26,"117.18122,39.114978",
BV10040427,四平西道,858路,27,"117.184488,39.114145",
BV10040428,何兴村,858路,28,"117.187723,39.11054",
BV10040429,沙市道,858路,29,"117.18964,39.108472",
BV10040430,规划里,858路,30,"117.192507,39.105585",
BV10040391,昆明路,858路,31,"117.199486,39.104359",
BV10040392,湛江路,858路,32,"117.202861,39.106953",
BV10040393,外国语大学,858路,33,"117.206917,39.109194",
BV10041143,鸿华里,858路,34,"117.212615,39.107826",
BV10041075,泰达园,858路,35,"117.214896,39.104503",
BV09048079,爱国北里,858路,36,"117.218591,39.098731",
BV11040860,南楼地铁站,858路,37,"117.22374,39.094822",
BV10537863,大沽南路日报大厦,858路,38,"117.225573,39.092358",
BV11430048,土城地铁站,858路,39,"117.229553,39.090473",
BV11219866,土城,858路,40,"117.236786,39.08704",
BV10746638,洪泽花园,858路,41,"117.240334,39.084438",
BV10737559,通达尚城,858路,42,"117.23777,39.082661",
BV10400712,渌水道公交站,800路,1,"117.254631,39.045479",
BV10603133,梅林路浯水道,800路,2,"117.253941,39.04918",
BV10041461,怡林园,800路,3,"117.257751,39.050373",
BV10041486,榆林路桂江里,800路,4,"117.262179,39.05191",
BV10041691,榆林路,800路,5,"117.26158,39.05395",
BV10041693,三水南里,800路,6,"117.260856,39.056589",
BV10041746,双水道,800路,7,"117.263052,39.058928",
BV10041696,陵水道,800路,8,"117.263637,39.061454",
BV09247249,微山路地铁站,800路,9,"117.258498,39.062842",
